@relation 'Domains 05.11.2020 12:35:42'

@attribute DomainLength numeric
@attribute NumberDigits numeric
@attribute NumberVowels numeric
@attribute NumberConsonants numeric
@attribute NumberSpecialCharacters numeric
@attribute NumberUniqueCharacter numeric
@attribute NumberRepetitions numeric
@attribute LengthDigitsSequence numeric
@attribute LengthVowelsSequence numeric
@attribute LengthConsonantSequence numeric
@attribute LengthSpecialCharactersSequence numeric
@attribute RatioDigitToLength numeric
@attribute RatioVowelsToLength numeric
@attribute RatioConsonantsToLength numeric
@attribute RatioSpecialCharactersToLength numeric
@attribute RatioVowelsToConsonants numeric
@attribute RatioUniqueCharacterToLength numeric
@attribute FrequencyRepeat numeric
@attribute FrequencyNgram2 numeric
@attribute FrequencyNgram3 numeric
@attribute FrequencyNgram4 numeric
@attribute FrequencyNgram5 numeric
@attribute class {0,1}

@data
14,0,5,8,0,12,6,0,2,2,0,0,0.357143,0.571429,0,0.625,0.857143,1,-0.33512,0.171854,1.026371,-3.666667,0
6,0,1,4,0,6,2,0,1,2,0,0,0.166667,0.666667,0,0.25,1,1,-1.829502,-2.323197,-1.938221,-1,0
17,0,5,11,0,12,6,0,1,3,0,0,0.294118,0.647059,0,0.454545,0.705882,1.25,-2.720979,-5.868957,-8.024869,-8,0
14,0,3,9,0,12,5,0,1,2,0,0,0.214286,0.642857,0,0.333333,0.857143,1,-3.161119,-5.82516,-7.59631,-6,0
12,0,4,7,0,9,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.75,1,-2.028851,-4.189139,-5.767379,-3.833333,0
11,4,2,4,0,10,7,4,1,1,0,0.363636,0.181818,0.363636,0,0.5,0.909091,1,0.482102,-7.121167,-2.923047,-3,0
11,0,3,6,0,7,5,0,1,2,0,0,0.272727,0.545455,0,0.5,0.636364,1.4,-3.424094,-4.348452,-5.259259,-3,0
19,0,8,10,0,16,9,0,2,2,0,0,0.421053,0.526316,0,0.8,0.842105,1,-2.016235,-3.605297,-5.234119,-8.433333,0
12,0,4,7,0,11,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.916667,1,-3.785957,-6.220266,-7.128528,-4,0
11,0,2,8,0,9,3,0,1,6,0,0,0.181818,0.727273,0,0.25,0.818182,1,1.05288,1.088319,1.666667,-2,0
13,0,4,8,0,11,5,0,2,4,0,0,0.307692,0.615385,0,0.5,0.846154,1.083333,-0.569602,-1.310418,-1.085824,-8,0
14,0,7,6,0,12,8,0,3,1,0,0,0.5,0.428571,0,1.166667,0.857143,1,-2.268689,-4.525651,-6.094187,-8,0
20,0,7,12,0,15,8,0,2,4,0,0,0.35,0.6,0,0.583333,0.75,1.052632,-1.452243,-4.002296,-4.858888,-10,0
17,0,5,11,0,12,6,0,1,3,0,0,0.294118,0.647059,0,0.454545,0.705882,1.0625,-0.9445,-3.225418,-4.356713,-8,0
15,0,5,9,0,11,6,0,2,2,0,0,0.333333,0.6,0,0.555556,0.733333,1,-1.8055,-4.132082,-5.105194,-9,0
10,0,3,6,0,8,4,0,1,2,0,0,0.3,0.6,0,0.5,0.8,1.111111,-1.228374,-2.680038,-1.854393,-2,0
19,0,7,11,0,15,8,0,1,3,0,0,0.368421,0.578947,0,0.636364,0.789474,1.055556,-2.150357,-2.833555,-2.6849,-13,0
14,0,5,8,0,10,6,0,1,2,0,0,0.357143,0.571429,0,0.625,0.714286,1.153846,-3.349606,-4.491127,-6.118998,-5.025585,0
14,0,5,8,0,11,6,0,1,2,0,0,0.357143,0.571429,0,0.625,0.785714,1.153846,-2.313248,-5.013207,-6.504775,-7,0
13,0,4,8,0,10,5,0,1,2,0,0,0.307692,0.615385,0,0.5,0.769231,1.166667,-0.85304,-3.641377,-6.131148,-7,0
13,0,7,5,0,9,8,0,2,2,0,0,0.538462,0.384615,0,1.4,0.692308,1.25,-3.288548,-3.397323,-3.31673,-7,0
15,0,4,10,0,11,5,0,2,5,0,0,0.266667,0.666667,0,0.4,0.733333,1.285714,-2.087784,-2.405584,-3.36254,-9.346154,0
16,0,6,9,0,13,7,0,1,2,0,0,0.375,0.5625,0,0.666667,0.8125,1.066667,-2.085471,-4.048643,-5.086364,-5.266667,0
12,0,4,7,0,9,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.75,1.181818,-2.62426,-3.814659,-4.206473,-4,0
10,0,4,5,0,10,5,0,2,2,0,0,0.4,0.5,0,0.8,1,1,-1.72105,-4.407202,-4,0,0
6,0,1,4,0,5,2,0,1,3,0,0,0.166667,0.666667,0,0.25,0.833333,1,-0.751858,-1.019219,-2,0,0
11,0,3,7,0,11,4,0,1,2,0,0,0.272727,0.636364,0,0.428571,1,1,0.599086,0.099009,0.251082,-2,0
6,0,0,5,0,5,1,0,0,3,0,0,0,0.833333,0,0,0.833333,1,-0.825687,-0.134852,0.236559,0,0
22,0,8,13,0,15,9,0,2,3,0,0,0.363636,0.590909,0,0.615385,0.681818,1.047619,-1.988151,-5.582644,-10.429596,-5.922222,0
15,0,6,8,0,10,7,0,2,3,0,0,0.4,0.533333,0,0.75,0.666667,1.285714,-0.203106,-1.649941,-2.885499,-5.333333,0
13,0,5,7,0,9,6,0,1,2,0,0,0.384615,0.538462,0,0.714286,0.692308,1.25,-1.526284,-4.613286,-6.184882,-3,0
11,0,6,4,0,9,7,0,3,1,0,0,0.545455,0.363636,0,1.5,0.818182,1.2,-0.965264,-1.900319,-2.863053,-2,0
8,2,1,4,0,7,4,2,1,2,0,0.25,0.125,0.5,0,0.25,0.875,1,1.12863,1.37204,-0.105263,0,0
14,0,4,9,0,12,5,0,1,3,0,0,0.285714,0.642857,0,0.444444,0.857143,1.076923,-0.812879,-2.366994,-5.109903,-6,0
21,0,9,11,0,16,10,0,2,2,0,0,0.428571,0.52381,0,0.818182,0.761905,1.2,-3.07182,-6.969075,-12.607007,-15.5,0
10,0,3,6,0,10,4,0,2,3,0,0,0.3,0.6,0,0.5,1,1,-1.299814,-1.157361,-3.927762,-1,0
9,0,3,5,0,8,4,0,2,2,0,0,0.333333,0.555556,0,0.6,0.888889,1,-1.654531,-3.538932,-3.427743,-1,0
18,0,8,9,0,12,9,0,3,2,0,0,0.444444,0.5,0,0.888889,0.666667,1.058824,-0.579101,-1.847448,-4.757985,-10,0
16,0,5,10,0,13,6,0,1,2,0,0,0.3125,0.625,0,0.5,0.8125,1,-1.899333,-6.617122,-6.760424,-9,0
25,0,11,12,0,16,13,0,2,1,0,0,0.44,0.48,0,0.916667,0.64,1.083333,-4.554809,-10.075369,-13.321691,-12.666667,0
12,0,3,8,0,9,4,0,1,3,0,0,0.25,0.666667,0,0.375,0.75,1,-1.635349,-3.182925,-5.352904,-6,0
16,0,5,10,0,11,6,0,1,3,0,0,0.3125,0.625,0,0.5,0.6875,1.266667,-2.536374,-4.166182,-6.283245,-6.333333,0
13,0,4,7,0,9,6,0,2,2,0,0,0.307692,0.538462,0,0.571429,0.692308,1.416667,-3.992937,-5.099482,-3.653048,-5.6,0
13,0,4,8,0,11,5,0,1,2,0,0,0.307692,0.615385,0,0.5,0.846154,1,-2.946331,-2.26026,-1.859535,-5,0
17,0,5,11,0,12,6,0,2,4,0,0,0.294118,0.647059,0,0.454545,0.705882,1.0625,-3.271944,-4.083728,-4.571658,-10.444444,0
17,0,5,9,0,12,8,0,1,3,0,0,0.294118,0.529412,0,0.555556,0.705882,1.125,-5.871363,-8.28049,-9.771301,-9,0
17,0,6,10,0,11,7,0,1,3,0,0,0.352941,0.588235,0,0.6,0.647059,1.25,-3.041012,-6.256803,-8.259009,-9,0
35,0,12,21,0,17,14,0,1,3,0,0,0.342857,0.6,0,0.571429,0.485714,1.235294,-7.647761,-12.88846,-14.856934,-26.166667,0
14,1,5,7,0,10,7,1,2,2,0,0.071429,0.357143,0.5,0,0.714286,0.714286,1.307692,-0.746383,-6.343331,-5.919306,-7,0
12,0,5,6,0,8,6,0,1,2,0,0,0.416667,0.5,0,0.833333,0.666667,1.727273,-2.580386,-2.856233,-3.7824,-4,0
7,0,3,3,0,6,4,0,2,1,0,0,0.428571,0.428571,0,1,0.857143,1,-1.835342,-2.09553,-1.322219,-1,0
13,0,3,9,0,10,4,0,1,2,0,0,0.230769,0.692308,0,0.333333,0.769231,1,-1.984193,-4.038535,-4.5672,-6.2,0
11,0,4,5,0,10,6,0,2,2,0,0,0.363636,0.454545,0,0.8,0.909091,1,-3.122656,-3.491715,-5.375862,-4,0
13,0,4,8,0,10,5,0,2,2,0,0,0.307692,0.615385,0,0.5,0.769231,1.083333,-1.517843,-2.500849,-2.814954,-7,0
12,0,4,7,0,11,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.916667,1,-1.452514,-1.637968,-1.564334,-2.5,0
15,0,5,9,0,14,6,0,1,2,0,0,0.333333,0.6,0,0.555556,0.933333,1,-0.731496,-4.213586,-7.123289,-9,0
11,0,4,6,0,9,5,0,2,2,0,0,0.363636,0.545455,0,0.666667,0.818182,1.1,-1.735841,-4.1072,-4.495338,-2,0
16,0,5,10,0,10,6,0,1,2,0,0,0.3125,0.625,0,0.5,0.625,1.133333,-3.255481,-6.909088,-7.382624,-9,0
19,0,9,9,0,10,10,0,2,2,0,0,0.473684,0.473684,0,1,0.526316,1.5,-3.804145,-5.692735,-10.974466,-10.333333,0
15,0,5,8,0,10,7,0,2,2,0,0,0.333333,0.533333,0,0.625,0.666667,1.071429,-3.669922,-6.455928,-7.147752,-7,0
20,0,8,11,0,13,9,0,3,3,0,0,0.4,0.55,0,0.727273,0.65,1.210526,-1.604975,-3.631359,-7.922009,-12,0
26,0,9,16,0,13,10,0,1,2,0,0,0.346154,0.615385,0,0.5625,0.5,1.28,-3.486983,-7.038101,-11.597301,-16.666667,0
16,0,7,8,0,13,8,0,2,3,0,0,0.4375,0.5,0,0.875,0.8125,1,-0.321222,-1.762306,-2.283444,-9,0
16,0,5,10,0,11,6,0,2,4,0,0,0.3125,0.625,0,0.5,0.6875,1,-2.826587,-4.551904,-6.966397,-7.5,0
12,0,5,6,0,8,6,0,2,1,0,0,0.416667,0.5,0,0.833333,0.666667,1,-3.158544,-4.32026,-5.412783,-4,0
27,2,8,13,0,18,14,2,2,2,0,0.074074,0.296296,0.481481,0,0.615385,0.666667,1.269231,-5.65059,-10.661013,-14.051913,-18,0
18,0,6,11,0,13,7,0,1,3,0,0,0.333333,0.611111,0,0.545455,0.722222,1.176471,-1.368069,-2.726151,-4.236588,-10.333333,0
11,0,4,6,0,8,5,0,1,2,0,0,0.363636,0.545455,0,0.666667,0.727273,1.1,-1.89624,-4.804401,-6.401531,-5,0
16,0,4,10,0,13,6,0,1,3,0,0,0.25,0.625,0,0.4,0.8125,1.133333,-3.532879,-5.524094,-8.048866,-8,0
18,0,8,9,0,13,9,0,1,2,0,0,0.444444,0.5,0,0.888889,0.722222,1.117647,-3.039354,-6.285205,-5.336612,-8.733333,0
14,0,6,7,0,11,7,0,2,1,0,0,0.428571,0.5,0,0.857143,0.785714,1,-3.000578,-6.871244,-8.801198,-6,0
11,0,5,5,0,9,6,0,2,1,0,0,0.454545,0.454545,0,1,0.818182,1.1,-1.064215,-1.452207,-0.744464,-3,0
11,0,4,6,0,8,5,0,1,2,0,0,0.363636,0.545455,0,0.666667,0.727273,1.4,-2.718223,-3.922661,-5.135232,-4,0
7,0,1,5,0,7,2,0,1,2,0,0,0.142857,0.714286,0,0.2,1,1,-1.478978,-1.489342,-1.166667,0,0
10,0,1,8,0,8,2,0,1,5,0,0,0.1,0.8,0,0.125,0.8,1.111111,-0.324732,-0.016617,0.496641,-2,0
12,0,5,6,0,9,6,0,2,3,0,0,0.416667,0.5,0,0.833333,0.75,1.181818,-2.149607,-3.255374,-2.554028,-4,0
20,0,8,10,0,15,10,0,2,2,0,0,0.4,0.5,0,0.8,0.75,1.157895,-4.738538,-6.855309,-9.592777,-11.285714,0
13,0,4,8,0,11,5,0,1,3,0,0,0.307692,0.615385,0,0.5,0.846154,1,-2.087061,-2.929986,-4.796656,-5.933333,0
21,0,7,11,0,15,10,0,1,3,0,0,0.333333,0.52381,0,0.636364,0.714286,1.05,-7.411754,-13.157175,-13.87178,-13,0
18,0,6,11,0,12,7,0,1,2,0,0,0.333333,0.611111,0,0.545455,0.666667,1.235294,-3.026783,-3.119296,-3.741898,-12.555556,0
13,0,3,8,0,12,5,0,1,2,0,0,0.230769,0.615385,0,0.375,0.923077,1,-4.059124,-5.285279,-7.932501,-5,0
13,0,5,7,0,10,6,0,1,1,0,0,0.384615,0.538462,0,0.714286,0.769231,1.083333,-2.36911,-3.011373,-5.493847,-5,0
14,0,4,9,0,11,5,0,1,3,0,0,0.285714,0.642857,0,0.444444,0.785714,1,-1.569449,-3.356197,-5.805887,-7,0
10,0,5,4,0,8,6,0,3,2,0,0,0.5,0.4,0,1.25,0.8,1,-1.46251,-2.307133,-3.778183,-2,0
11,0,2,7,0,10,4,0,1,2,0,0,0.181818,0.636364,0,0.285714,0.909091,1,-4.030995,-4.907324,-6.05876,-3,0
11,0,4,6,0,11,5,0,2,3,0,0,0.363636,0.545455,0,0.666667,1,1,-0.861984,-2.145373,-2.91928,-2,0
12,0,4,7,0,10,5,0,2,3,0,0,0.333333,0.583333,0,0.571429,0.833333,1,-1.553597,-1.650319,-2.052557,-6,0
13,0,5,7,0,9,6,0,2,2,0,0,0.384615,0.538462,0,0.714286,0.692308,1.25,-3.082071,-5.438687,-7.265977,-5,0
11,0,4,6,0,9,5,0,1,2,0,0,0.363636,0.545455,0,0.666667,0.818182,1.1,-1.802467,-3.508486,-4.143528,-5,0
18,0,7,10,0,13,8,0,2,3,0,0,0.388889,0.555556,0,0.7,0.722222,1.058824,-1.161597,-4.722621,-11.269194,-10,0
16,0,6,9,0,11,7,0,2,2,0,0,0.375,0.5625,0,0.666667,0.6875,1.2,-2.997511,-6.822729,-9.663477,-11,0
13,0,6,6,0,10,7,0,3,1,0,0,0.461538,0.461538,0,1,0.769231,1,-0.021908,-0.236248,-5.557519,-4,0
26,0,9,14,0,16,12,0,1,2,0,0,0.346154,0.538462,0,0.642857,0.615385,1.16,-5.475972,-11.467044,-18.395849,-18,0
15,0,5,9,0,11,6,0,2,2,0,0,0.333333,0.6,0,0.555556,0.733333,1.142857,-2.58393,-4.640811,-6.5533,-9.666667,0
20,0,7,12,0,12,8,0,2,3,0,0,0.35,0.6,0,0.583333,0.6,1.368421,-0.879616,-3.677957,-6.371452,-13.664935,0
7,0,3,3,0,5,4,0,2,2,0,0,0.428571,0.428571,0,1,0.714286,1.166667,-1.186647,-0.745075,-0.771288,0,0
12,0,5,6,0,8,6,0,2,2,0,0,0.416667,0.5,0,0.833333,0.666667,1.090909,-1.582593,-3.795413,-3.478983,-3,0
10,0,3,5,0,8,5,0,1,2,0,0,0.3,0.5,0,0.6,0.8,1.111111,-3.381715,-3.996868,-5.974359,-2,0
11,0,4,6,0,10,5,0,1,2,0,0,0.363636,0.545455,0,0.666667,0.909091,1,-2.149674,-3.59239,-4.542129,-4,0
10,0,3,6,0,10,4,0,1,3,0,0,0.3,0.6,0,0.5,1,1,-1.3808,-1.991004,-4.467182,-1,0
12,1,3,6,0,9,6,1,1,1,0,0.083333,0.25,0.5,0,0.5,0.75,1,-3.042799,-6.767733,-7.712372,-7,0
21,0,7,11,0,14,10,0,1,3,0,0,0.333333,0.52381,0,0.636364,0.666667,1.15,-6.896787,-10.345888,-10.136083,-15,0
12,0,4,6,0,8,6,0,1,1,0,0,0.333333,0.5,0,0.666667,0.666667,1.272727,-3.43915,-5.148023,-7.33709,-4,0
10,0,2,7,0,8,3,0,1,2,0,0,0.2,0.7,0,0.285714,0.8,1.111111,-1.526063,-3.135759,-3.206941,-2,0
11,0,5,5,0,9,6,0,3,1,0,0,0.454545,0.454545,0,1,0.818182,1,-2.290916,-4.963082,-5.692445,-4,0
9,0,3,5,0,8,4,0,1,3,0,0,0.333333,0.555556,0,0.6,0.888889,1,-1.392392,-0.882379,-1.811367,-1,0
14,0,3,10,0,12,4,0,1,4,0,0,0.214286,0.714286,0,0.3,0.857143,1,-2.120989,-4.999506,-5.56941,-5,0
11,0,4,6,0,8,5,0,1,1,0,0,0.363636,0.545455,0,0.666667,0.727273,1.2,-1.932083,-3.353342,-5.256197,-1,0
26,0,8,17,0,12,9,0,1,3,0,0,0.307692,0.653846,0,0.470588,0.461538,1.28,-4.239084,-5.184001,-6.237045,-12.47619,0
9,0,3,5,0,8,4,0,1,2,0,0,0.333333,0.555556,0,0.6,0.888889,1.125,-1.689534,-3.555085,-3.354924,-1,0
12,0,4,7,0,11,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.916667,1,-0.913519,-2.254664,-3.716538,-4,0
14,0,5,8,0,11,6,0,1,2,0,0,0.357143,0.571429,0,0.625,0.785714,1.153846,-3.142672,-4.186588,-4.408534,-5,0
16,0,6,9,0,14,7,0,2,2,0,0,0.375,0.5625,0,0.666667,0.875,1,-1.507837,-2.434727,-6.075548,-8,0
20,0,9,10,0,11,10,0,4,2,0,0,0.45,0.5,0,0.9,0.55,1.052632,-1.498109,-4.552741,-8.232858,-10,0
27,0,7,18,0,18,9,0,1,3,0,0,0.259259,0.666667,0,0.388889,0.666667,1,-5.718834,-12.972494,-15.969284,-18.9,0
17,0,5,11,0,13,6,0,1,2,0,0,0.294118,0.647059,0,0.454545,0.764706,1.0625,-0.723128,-4.504027,-7.834843,-9.547619,0
12,0,4,7,0,10,5,0,1,3,0,0,0.333333,0.583333,0,0.571429,0.833333,1.181818,-1.79736,-3.052256,-5.054056,-4,0
21,0,10,10,0,15,11,0,3,2,0,0,0.47619,0.47619,0,1,0.714286,1,-1.378861,-4.895228,-10.661066,-15.5,0
11,1,3,6,0,10,5,1,1,3,0,0.090909,0.272727,0.545455,0,0.5,0.909091,1,-1.839238,-5.084564,-5.431602,-3,0
15,0,7,7,0,11,8,0,1,1,0,0,0.466667,0.466667,0,1,0.733333,1,-3.465964,-6.134668,-8.38904,-9,0
12,0,6,5,0,10,7,0,2,1,0,0,0.5,0.416667,0,1.2,0.833333,1.181818,-0.889231,-1.836075,-2.887901,-3,0
15,1,4,9,0,12,6,1,1,2,0,0.066667,0.266667,0.6,0,0.444444,0.8,1.071429,-0.712729,-4.717501,-10.15674,-6,0
14,0,5,8,0,10,6,0,1,2,0,0,0.357143,0.571429,0,0.625,0.714286,1,-2.253342,-2.440522,-5.011083,-6,0
6,0,2,3,0,6,3,0,1,1,0,0,0.333333,0.5,0,0.666667,1,1,-1.813588,-2.631465,-1.595628,0,0
13,0,5,6,0,11,7,0,3,2,0,0,0.384615,0.461538,0,0.833333,0.846154,1,-3.816238,-4.113914,-7.245041,-5,0
13,0,6,6,0,9,7,0,2,2,0,0,0.461538,0.461538,0,1,0.692308,1.166667,-0.533087,-0.062979,0.524203,-5,0
27,4,7,14,0,18,13,4,2,4,0,0.148148,0.259259,0.518519,0,0.5,0.666667,1.115385,-3.799457,-11.516202,-13.939269,-20.981701,0
21,0,7,13,0,14,8,0,1,2,0,0,0.333333,0.619048,0,0.538462,0.666667,1.15,-3.170485,-6.189639,-8.995466,-15,0
16,0,5,10,0,13,6,0,1,3,0,0,0.3125,0.625,0,0.5,0.8125,1.066667,0.024921,0.643468,-1.085772,-9,0
11,0,3,7,0,11,4,0,2,2,0,0,0.272727,0.636364,0,0.428571,1,1,-1.385302,-2.731324,-4.536421,-4,0
17,0,7,9,0,10,8,0,2,2,0,0,0.411765,0.529412,0,0.777778,0.588235,1.0625,-2.838146,-4.67274,-4.167965,-9,0
21,0,7,13,0,14,8,0,2,3,0,0,0.333333,0.619048,0,0.538462,0.666667,1.3,-2.977884,-1.125146,-2.226864,-9.238095,0
26,0,11,14,0,16,12,0,2,3,0,0,0.423077,0.538462,0,0.785714,0.615385,1.12,-2.310359,-7.142863,-13.678304,-20,0
13,0,3,9,0,9,4,0,1,4,0,0,0.230769,0.692308,0,0.333333,0.692308,1.083333,-3.064613,-3.552142,-4.262248,-5,0
15,0,5,9,0,11,6,0,1,3,0,0,0.333333,0.6,0,0.555556,0.733333,1.142857,-2.722302,-4.366088,-6.421393,-7,0
8,0,3,4,0,5,4,0,1,2,0,0,0.375,0.5,0,0.75,0.625,1.571429,-2.761624,-3.207887,-3.365701,-0.428571,0
10,0,3,5,0,8,5,0,1,2,0,0,0.3,0.5,0,0.6,0.8,1.111111,-3.6396,-4.008844,-5.509537,-2,0
18,0,6,11,0,10,7,0,1,3,0,0,0.333333,0.611111,0,0.545455,0.555556,1.176471,-1.962308,-2.153933,-1.862178,-12,0
12,0,5,6,0,8,6,0,2,1,0,0,0.416667,0.5,0,0.833333,0.666667,1,-2.415136,-3.164723,-4.420143,-4,0
13,0,3,9,0,10,4,0,1,4,0,0,0.230769,0.692308,0,0.333333,0.769231,1.25,-1.441586,-3.715853,-4.65135,-7,0
11,0,4,6,0,8,5,0,1,2,0,0,0.363636,0.545455,0,0.666667,0.727273,1.2,-2.538946,-3.625096,-5.16209,-2,0
10,0,4,5,0,9,5,0,2,1,0,0,0.4,0.5,0,0.8,0.9,1,-3.298646,-4.910872,-5.516713,-2,0
16,1,5,9,0,13,7,1,1,3,0,0.0625,0.3125,0.5625,0,0.555556,0.8125,1.066667,0.402246,-3.836183,-6.07036,-8.073684,0
19,0,7,11,0,11,8,0,1,2,0,0,0.368421,0.578947,0,0.636364,0.578947,1.166667,-2.82554,-5.221424,-8.778738,-13.388889,0
13,0,6,6,0,10,7,0,1,2,0,0,0.461538,0.461538,0,1,0.769231,1.083333,-3.317462,-5.072087,-5.094396,-4,0
14,0,5,8,0,11,6,0,1,2,0,0,0.357143,0.571429,0,0.625,0.785714,1.153846,-3.725651,-6.585269,-7.470939,-4.968254,0
17,0,4,12,0,13,5,0,1,3,0,0,0.235294,0.705882,0,0.333333,0.764706,1.0625,-1.323797,-3.559841,-5.5623,-11.9,0
14,0,5,8,0,12,6,0,1,2,0,0,0.357143,0.571429,0,0.625,0.857143,1,-2.450725,-4.497158,-4.343314,-7,0
11,0,4,6,0,9,5,0,2,2,0,0,0.363636,0.545455,0,0.666667,0.818182,1.2,-2.353414,-3.361399,-4.157122,-3,0
12,0,4,7,0,11,5,0,1,3,0,0,0.333333,0.583333,0,0.571429,0.916667,1.090909,-3.298684,-4.668725,-5.359614,-2,0
14,0,6,6,0,10,8,0,2,2,0,0,0.428571,0.428571,0,1,0.714286,1.153846,-3.247516,-4.117744,-7.328671,-6,0
11,0,2,8,0,11,3,0,1,4,0,0,0.181818,0.727273,0,0.25,1,1,0.036231,-0.993647,-1.110049,-1,0
15,0,5,8,0,13,7,0,2,2,0,0,0.333333,0.533333,0,0.625,0.866667,1,-4.416711,-7.048386,-10.828424,-6.891775,0
14,3,4,6,0,11,8,3,1,2,0,0.214286,0.285714,0.428571,0,0.666667,0.785714,1,-0.24071,-1.740708,-6.170426,-6,0
12,0,5,5,0,8,7,0,1,1,0,0,0.416667,0.416667,0,1,0.666667,1.454545,-3.725951,-4.815293,-3.450187,-5,0
12,0,5,5,0,8,7,0,1,1,0,0,0.416667,0.416667,0,1,0.666667,1.090909,-3.830868,-5.157269,-5.521493,-4,0
18,0,6,11,0,14,7,0,1,3,0,0,0.333333,0.611111,0,0.545455,0.777778,1.058824,-2.958773,-5.416446,-6.586877,-10,0
7,0,2,4,0,6,3,0,1,3,0,0,0.285714,0.571429,0,0.5,0.857143,1.333333,-0.134096,-0.247563,-1,0,0
13,0,3,8,0,9,5,0,1,4,0,0,0.230769,0.615385,0,0.375,0.692308,1.166667,-1.431083,-1.316368,-3.857143,-5,0
11,0,3,7,0,7,4,0,1,3,0,0,0.272727,0.636364,0,0.428571,0.636364,1.1,-2.235302,-4.124292,-1.97843,-2,0
14,0,5,8,0,11,6,0,2,2,0,0,0.357143,0.571429,0,0.625,0.785714,1.230769,-1.339517,-2.787786,-3.277534,-3,0
26,9,4,12,0,18,14,3,1,5,0,0.346154,0.153846,0.461538,0,0.333333,0.692308,1.08,11.23843,-2.583399,-0.997253,-17,0
19,0,5,13,0,12,6,0,1,3,0,0,0.263158,0.684211,0,0.384615,0.631579,1.277778,-0.150832,-2.108273,-2.440241,-11,0
18,0,7,9,0,11,9,0,2,2,0,0,0.388889,0.5,0,0.777778,0.611111,1.176471,-3.946748,-6.054719,-8.643516,-9,0
9,0,3,5,0,7,4,0,1,1,0,0,0.333333,0.555556,0,0.6,0.777778,1.125,-1.849745,-2.552385,-1.587272,0,0
15,3,3,7,0,14,8,3,1,2,0,0.2,0.2,0.466667,0,0.428571,0.933333,1.071429,-1.737712,-6.708992,-8.289273,-7,0
11,0,4,5,0,10,6,0,2,2,0,0,0.363636,0.454545,0,0.8,0.909091,1,-2.922715,-3.700142,-4.401629,-3,0
18,0,5,12,0,12,6,0,1,3,0,0,0.277778,0.666667,0,0.416667,0.666667,1.117647,-3.038397,-5.267788,-7.315957,-8,0
15,4,3,7,0,13,8,4,1,2,0,0.266667,0.2,0.466667,0,0.428571,0.866667,1.214286,-1.298425,-7.131791,-8.270056,-7,0
13,0,5,7,0,10,6,0,1,2,0,0,0.384615,0.538462,0,0.714286,0.769231,1.083333,-2.676244,-3.625605,-4.989174,-4.666667,0
9,0,1,7,0,9,2,0,1,5,0,0,0.111111,0.777778,0,0.142857,1,1,-0.102742,0.086826,1.3625,0,0
12,0,4,7,0,9,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.75,1.181818,-1.727093,-5.448794,-5.596978,-3.666667,0
23,0,7,13,0,14,10,0,1,2,0,0,0.304348,0.565217,0,0.538462,0.608696,1.181818,-5.907029,-10.497407,-15.346195,-16.888889,0
13,0,5,7,0,11,6,0,2,2,0,0,0.384615,0.538462,0,0.714286,0.846154,1,-3.410295,-5.762234,-5.705955,-6,0
14,0,4,9,0,13,5,0,1,2,0,0,0.285714,0.642857,0,0.444444,0.928571,1,-2.735246,-3.519648,-2.587781,-6.333333,0
13,0,4,8,0,9,5,0,1,2,0,0,0.307692,0.615385,0,0.5,0.692308,1.166667,-3.227962,-4.282391,-5.276786,-7,0
23,0,10,11,0,13,12,0,2,2,0,0,0.434783,0.478261,0,0.909091,0.565217,1.090909,-2.890844,-6.164914,-12.164567,-13.2,0
34,0,13,17,0,17,17,0,2,3,0,0,0.382353,0.5,0,0.764706,0.5,1.090909,-7.813457,-17.03,-25.03804,-23.358974,0
15,0,6,8,0,11,7,0,1,2,0,0,0.4,0.533333,0,0.75,0.733333,1.071429,-3.374833,-6.128764,-7.257706,-5.5,0
16,0,4,10,0,12,6,0,2,4,0,0,0.25,0.625,0,0.4,0.75,1.133333,-3.320682,-5.634802,-7.729416,-8.935484,0
17,0,6,10,0,12,7,0,3,3,0,0,0.352941,0.588235,0,0.6,0.705882,1.1875,-1.182657,-2.505676,-4.865204,-8.666667,0
19,0,6,12,0,15,7,0,2,4,0,0,0.315789,0.631579,0,0.5,0.789474,1.111111,-1.815798,-2.948399,-4.101749,-10.5,0
14,0,4,8,0,10,6,0,1,2,0,0,0.285714,0.571429,0,0.5,0.714286,1.307692,-4.151106,-6.911524,-7.496542,-6,0
13,0,3,8,0,9,5,0,1,3,0,0,0.230769,0.615385,0,0.375,0.692308,1.25,-5.277703,-6.71699,-6.706395,-4,0
26,0,9,13,0,15,13,0,2,2,0,0,0.346154,0.5,0,0.692308,0.576923,1.24,-8.908515,-12.940989,-17.466931,-18.866667,0
19,0,6,12,0,13,7,0,1,4,0,0,0.315789,0.631579,0,0.5,0.684211,1.111111,-2.201187,-2.732518,-4.547876,-11,0
8,0,2,5,0,6,3,0,1,2,0,0,0.25,0.625,0,0.4,0.75,1.428571,-2.420667,-3.1428,-2.26109,0,0
21,3,6,11,0,16,10,3,1,3,0,0.142857,0.285714,0.52381,0,0.545455,0.761905,1.05,0.676046,-1.9929,-7.363404,-12,0
