@relation 'Domains 05.11.2020 12:35:42'

@attribute DomainLength numeric
@attribute NumberDigits numeric
@attribute NumberVowels numeric
@attribute NumberConsonants numeric
@attribute NumberSpecialCharacters numeric
@attribute NumberUniqueCharacter numeric
@attribute NumberRepetitions numeric
@attribute LengthDigitsSequence numeric
@attribute LengthVowelsSequence numeric
@attribute LengthConsonantSequence numeric
@attribute LengthSpecialCharactersSequence numeric
@attribute RatioDigitToLength numeric
@attribute RatioVowelsToLength numeric
@attribute RatioConsonantsToLength numeric
@attribute RatioSpecialCharactersToLength numeric
@attribute RatioVowelsToConsonants numeric
@attribute RatioUniqueCharacterToLength numeric
@attribute FrequencyRepeat numeric
@attribute FrequencyNgram2 numeric
@attribute FrequencyNgram3 numeric
@attribute FrequencyNgram4 numeric
@attribute FrequencyNgram5 numeric
@attribute class {0,1}

@data
26,0,9,16,0,16,10,0,2,4,0,0,0.346154,0.615385,0,0.5625,0.615385,1.36,-3.175028,-6.22063,-7.690202,-18.333333,0
14,0,5,8,0,11,6,0,1,2,0,0,0.357143,0.571429,0,0.625,0.785714,1.076923,-2.417862,-3.322624,-1.748435,-7,0
17,0,8,8,0,12,9,0,3,2,0,0,0.470588,0.470588,0,1,0.705882,1.125,-1.676066,-4.903188,-7.650827,-8.333333,0
12,0,4,7,0,10,5,0,1,3,0,0,0.333333,0.583333,0,0.571429,0.833333,1.181818,-2.369324,-1.747947,-1.522786,-5,0
14,0,6,7,0,11,7,0,2,2,0,0,0.428571,0.5,0,0.857143,0.785714,1,-2.905474,-5.891346,-6.805481,-5.166667,0
11,0,3,7,0,10,4,0,2,3,0,0,0.272727,0.636364,0,0.428571,0.909091,1,-1.60611,-1.539617,-3.558395,-3,0
9,0,3,5,0,8,4,0,1,3,0,0,0.333333,0.555556,0,0.6,0.888889,1,-1.025907,-1.074489,-1.313135,-2,0
13,0,4,7,0,11,6,0,2,3,0,0,0.307692,0.538462,0,0.571429,0.846154,1,-2.339408,-4.442074,-6.984476,-5,0
20,0,10,9,0,13,11,0,3,2,0,0,0.5,0.45,0,1.111111,0.65,1.210526,-1.538934,-5.297075,-7.807969,-12.577778,0
25,0,8,15,0,15,10,0,1,4,0,0,0.32,0.6,0,0.533333,0.6,1.25,-5.032612,-9.745339,-12.694755,-15,0
15,0,8,6,0,10,9,0,2,2,0,0,0.533333,0.4,0,1.333333,0.666667,1.142857,-2.667024,-2.775579,-0.774409,-7,0
10,1,3,5,0,10,5,1,1,1,0,0.1,0.3,0.5,0,0.6,1,1,-1.152169,-2.199986,-4.934656,-4,0
12,0,5,6,0,10,6,0,1,1,0,0,0.416667,0.5,0,0.833333,0.833333,1,-2.885057,-4.85509,-5.117914,-5,0
13,1,3,8,0,11,5,1,1,4,0,0.076923,0.230769,0.615385,0,0.375,0.846154,1,-1.309079,-5.336962,-7.220819,-4,0
11,0,5,5,0,9,6,0,1,2,0,0,0.454545,0.454545,0,1,0.818182,1.2,-2.636845,-2.224904,-2.74011,-4,0
25,0,9,15,0,12,10,0,1,3,0,0,0.36,0.6,0,0.6,0.48,1.291667,-3.549556,-6.109494,-10.346229,-17.428571,0
10,0,4,4,0,8,6,0,2,1,0,0,0.4,0.4,0,1,0.8,1.222222,-4.771395,-5.458815,-4.735666,-2,0
14,0,5,8,0,11,6,0,1,2,0,0,0.357143,0.571429,0,0.625,0.785714,1,-1.534009,-4.172601,-5.396217,-9,0
14,0,5,8,0,11,6,0,1,2,0,0,0.357143,0.571429,0,0.625,0.785714,1,-2.624527,-3.931305,-4.66467,-6.2,0
11,0,5,5,0,8,6,0,1,1,0,0,0.454545,0.454545,0,1,0.727273,1.2,-2.903602,-2.902323,-4.068332,-3,0
17,0,6,10,0,12,7,0,2,3,0,0,0.352941,0.588235,0,0.6,0.705882,1,-3.127456,-2.165628,-2.78327,-9.818182,0
28,0,10,16,0,16,12,0,1,3,0,0,0.357143,0.571429,0,0.625,0.571429,1.148148,-6.148728,-13.009666,-17.401089,-20,0
23,0,9,12,0,12,11,0,2,2,0,0,0.391304,0.521739,0,0.75,0.521739,1.409091,-3.161788,-7.613822,-13.629753,-15,0
41,0,16,23,0,17,18,0,2,4,0,0,0.390244,0.560976,0,0.695652,0.414634,1.325,-6.571059,-14.139637,-20.00598,-34.218881,0
11,0,4,6,0,7,5,0,1,2,0,0,0.363636,0.545455,0,0.666667,0.636364,1.4,-2.365466,-3.35114,-5.146755,-3,0
26,0,9,16,0,17,10,0,2,3,0,0,0.346154,0.615385,0,0.5625,0.653846,1.12,-1.893923,-2.749793,-1.128132,-12.595238,0
32,0,12,18,0,18,14,0,2,3,0,0,0.375,0.5625,0,0.666667,0.5625,1.16129,-6.421126,-13.948116,-21.779441,-23.866667,0
12,0,4,7,0,10,5,0,2,2,0,0,0.333333,0.583333,0,0.571429,0.833333,1.090909,-1.254557,-2.866797,-5.108579,-6,0
25,0,11,12,0,16,13,0,2,2,0,0,0.44,0.48,0,0.916667,0.64,1.083333,-6.2999,-7.795268,-11.093516,-10.324603,0
6,0,1,4,0,6,2,0,1,2,0,0,0.166667,0.666667,0,0.25,1,1,-1.317769,-1.707192,-1.105613,0,0
17,0,7,8,0,12,9,0,2,2,0,0,0.411765,0.470588,0,0.875,0.705882,1.125,-3.336652,-5.966134,-9.308939,-9,0
12,0,4,6,0,9,6,0,2,2,0,0,0.333333,0.5,0,0.666667,0.75,1.090909,-2.954044,-4.317053,-2.580004,-4,0
11,0,5,5,0,10,6,0,2,1,0,0,0.454545,0.454545,0,1,0.909091,1,-1.870182,-2.470531,-1.077018,-5,0
15,0,5,9,0,12,6,0,1,3,0,0,0.333333,0.6,0,0.555556,0.8,1,-1.913196,-2.720364,-4.573638,-9,0
12,0,4,7,0,8,5,0,1,3,0,0,0.333333,0.583333,0,0.571429,0.666667,1.181818,-2.071111,-4.100865,-5.830817,-4,0
10,0,2,6,0,7,4,0,1,3,0,0,0.2,0.6,0,0.333333,0.7,1.111111,-1.864138,-2.031054,-0.827957,-2,0
11,0,3,7,0,11,4,0,1,3,0,0,0.272727,0.636364,0,0.428571,1,1,-0.603163,-0.994103,-2.056943,-4,0
24,0,9,13,0,16,11,0,2,3,0,0,0.375,0.541667,0,0.692308,0.666667,1.043478,-2.891722,-4.661767,-12.33021,-13.717033,0
13,0,2,9,0,10,4,0,1,3,0,0,0.153846,0.692308,0,0.222222,0.769231,1.25,-3.807449,-6.303092,-7.976399,-7.9,0
18,0,8,9,0,12,9,0,2,2,0,0,0.444444,0.5,0,0.888889,0.666667,1.117647,-2.677248,-3.986662,-8.560113,-10,0
12,0,3,8,0,10,4,0,2,5,0,0,0.25,0.666667,0,0.375,0.833333,1.090909,-0.870768,-1.125986,-0.744696,-6,0
10,0,4,5,0,8,5,0,1,1,0,0,0.4,0.5,0,0.8,0.8,1.111111,-2.732981,-3.943593,-3.513478,-2,0
12,0,3,8,0,10,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.833333,1.272727,-0.145972,-0.927728,-1.153601,-3.428571,0
14,0,6,7,0,11,7,0,2,1,0,0,0.428571,0.5,0,0.857143,0.785714,1,-3.857618,-6.53862,-9.238362,-9,0
15,0,5,9,0,11,6,0,1,2,0,0,0.333333,0.6,0,0.555556,0.733333,1,-1.651516,-3.161796,-4.59248,-6,0
13,0,4,8,0,11,5,0,1,2,0,0,0.307692,0.615385,0,0.5,0.846154,1,-2.046538,-3.976458,-5.6245,-4,0
22,1,5,12,0,17,10,1,2,5,0,0.045455,0.227273,0.545455,0,0.416667,0.772727,1.238095,-5.275408,-7.844457,-8.964038,-12.833333,0
21,0,9,11,0,12,10,0,2,2,0,0,0.428571,0.52381,0,0.818182,0.571429,1.35,-3.949317,-6.230801,-6.946553,-15,0
23,0,7,14,0,14,9,0,1,3,0,0,0.304348,0.608696,0,0.5,0.608696,1.090909,-5.45303,-11.780545,-15.116237,-15,0
20,0,7,12,0,12,8,0,2,4,0,0,0.35,0.6,0,0.583333,0.6,1.210526,-0.014216,-1.227369,-5.150183,-12,0
15,0,5,9,0,11,6,0,1,3,0,0,0.333333,0.6,0,0.555556,0.733333,1.071429,-3.03761,-4.813364,-6.645448,-8.714286,0
13,0,5,7,0,9,6,0,1,2,0,0,0.384615,0.538462,0,0.714286,0.692308,1,-2.819281,-4.176309,-5.02098,-4,0
21,0,9,9,0,12,12,0,2,2,0,0,0.428571,0.428571,0,1,0.571429,1.05,-7.889107,-11.932088,-12.415415,-14,0
10,0,3,6,0,8,4,0,1,2,0,0,0.3,0.6,0,0.5,0.8,1,-2.679851,-3.319967,-4.033079,-2,0
10,0,3,6,0,7,4,0,1,2,0,0,0.3,0.6,0,0.5,0.7,1,-2.023213,-3.622864,-4.31732,-2,0
9,0,2,6,0,9,3,0,1,4,0,0,0.222222,0.666667,0,0.333333,1,1,-0.320391,-0.289024,0.333333,0,0
15,0,7,7,0,11,8,0,2,1,0,0,0.466667,0.466667,0,1,0.733333,1.071429,-1.543515,-3.423057,-6.948809,-9.777778,0
12,1,4,6,0,11,6,1,2,1,0,0.083333,0.333333,0.5,0,0.666667,0.916667,1,-0.767835,-3.715338,-5.51985,-3,0
9,0,3,5,0,8,4,0,2,2,0,0,0.333333,0.555556,0,0.6,0.888889,1.125,-2.035115,-2.936392,-1.357818,-1,0
22,0,9,11,0,14,11,0,2,2,0,0,0.409091,0.5,0,0.818182,0.636364,1.142857,-3.001773,-6.058844,-9.52335,-14,0
33,0,13,19,0,19,14,0,2,2,0,0,0.393939,0.575758,0,0.684211,0.575758,1.03125,-0.639372,-1.732325,-5.644244,-26.595238,0
14,0,5,8,0,11,6,0,1,2,0,0,0.357143,0.571429,0,0.625,0.785714,1,-1.103155,-1.51548,-2.719374,-5,0
18,0,6,11,0,13,7,0,2,2,0,0,0.333333,0.611111,0,0.545455,0.722222,1,-2.943596,-4.60095,-7.986971,-11,0
17,0,8,7,0,13,10,0,1,1,0,0,0.470588,0.411765,0,1.142857,0.764706,1.0625,-4.344444,-7.896461,-9.688055,-11,0
9,0,4,4,0,9,5,0,1,1,0,0,0.444444,0.444444,0,1,1,1,-2.017503,-2.422641,-1.203197,-1,0
14,0,4,9,0,11,5,0,2,3,0,0,0.285714,0.642857,0,0.444444,0.785714,1.153846,-2.660045,-2.942773,-4.009425,-7,0
16,0,6,8,0,10,8,0,2,2,0,0,0.375,0.5,0,0.75,0.625,1.066667,-3.625764,-5.900888,-6.407295,-8,0
12,0,5,6,0,8,6,0,2,2,0,0,0.416667,0.5,0,0.833333,0.666667,1.181818,-1.474589,-1.768962,-4.446421,-4,0
7,0,1,5,0,7,2,0,1,3,0,0,0.142857,0.714286,0,0.2,1,1,-1.861179,-1.53596,-1.166667,0,0
11,0,4,6,0,9,5,0,1,2,0,0,0.363636,0.545455,0,0.666667,0.818182,1.2,-2.557603,-3.827527,-3.967916,-4,0
23,0,9,13,0,16,10,0,2,3,0,0,0.391304,0.565217,0,0.692308,0.695652,1.045455,-3.659125,-9.780609,-13.311069,-17.8,0
17,0,6,10,0,14,7,0,1,2,0,0,0.352941,0.588235,0,0.6,0.823529,1,-2.573109,-5.651171,-8.067486,-10.5,0
20,0,7,11,0,15,9,0,2,2,0,0,0.35,0.55,0,0.636364,0.75,1.052632,-4.438099,-8.646323,-9.549705,-9.263095,0
18,0,5,11,0,14,7,0,1,3,0,0,0.277778,0.611111,0,0.454545,0.777778,1.058824,-4.760226,-9.303423,-9.791113,-12.666667,0
18,0,8,8,0,13,10,0,3,2,0,0,0.444444,0.444444,0,1,0.722222,1.058824,-3.737556,-7.623214,-11.133688,-8.166667,0
12,0,5,6,0,10,6,0,1,1,0,0,0.416667,0.5,0,0.833333,0.833333,1,-1.82211,-3.044079,-4.937529,-7,0
8,0,3,4,0,7,4,0,1,2,0,0,0.375,0.5,0,0.75,0.875,1,-1.462223,-1.469349,-1.884211,-1,0
14,0,4,9,0,12,5,0,2,4,0,0,0.285714,0.642857,0,0.444444,0.857143,1,-1.677197,-2.142464,-5.102332,-5.916667,0
14,0,5,8,0,10,6,0,1,2,0,0,0.357143,0.571429,0,0.625,0.714286,1.076923,-1.820084,-2.082283,-2.344731,-7.111111,0
18,0,6,11,0,11,7,0,1,3,0,0,0.333333,0.611111,0,0.545455,0.611111,1.411765,-2.720092,-5.765332,-8.884976,-13,0
22,0,9,12,0,14,10,0,2,3,0,0,0.409091,0.545455,0,0.75,0.636364,1.095238,-3.557555,-7.21265,-10.133383,-16.888889,0
9,0,4,4,0,7,5,0,2,1,0,0,0.444444,0.444444,0,1,0.777778,1.25,-0.824748,-0.979964,-2.111427,-2,0
15,0,5,8,0,11,7,0,2,3,0,0,0.333333,0.533333,0,0.625,0.733333,1.285714,-2.66842,-4.497317,-7.045787,-7,0
10,2,2,5,0,10,5,2,1,2,0,0.2,0.2,0.5,0,0.4,1,1,-0.89499,-0.394585,0.030198,-3,0
14,0,5,8,0,13,6,0,2,3,0,0,0.357143,0.571429,0,0.625,0.928571,1,-0.919491,-2.10767,-3.46393,-5,0
12,0,5,6,0,10,6,0,1,2,0,0,0.416667,0.5,0,0.833333,0.833333,1.090909,-2.437038,-4.926292,-5.322077,-5,0
10,0,4,5,0,8,5,0,1,2,0,0,0.4,0.5,0,0.8,0.8,1.111111,-3.328904,-4.208561,-3.477699,-1.846154,0
16,0,5,9,0,10,7,0,1,2,0,0,0.3125,0.5625,0,0.555556,0.625,1.4,-4.041264,-6.646564,-6.176287,-9,0
11,0,3,7,0,8,4,0,1,3,0,0,0.272727,0.636364,0,0.428571,0.727273,1,-2.117579,-2.87838,-5.543252,-5,0
12,0,5,6,0,10,6,0,2,2,0,0,0.416667,0.5,0,0.833333,0.833333,1.090909,-2.228247,-3.793275,-4.517681,-4,0
21,0,6,13,0,14,8,0,1,3,0,0,0.285714,0.619048,0,0.461538,0.666667,1.15,-3.501783,-6.945824,-9.035178,-12.333333,0
12,0,2,9,0,10,3,0,1,5,0,0,0.166667,0.75,0,0.222222,0.833333,1.090909,0.088243,-1.19974,-1.977881,-3,0
17,0,4,12,0,12,5,0,1,3,0,0,0.235294,0.705882,0,0.333333,0.705882,1.125,-1.568421,-2.446875,-6.292004,-9.433333,0
17,0,7,8,0,12,9,0,1,1,0,0,0.411765,0.470588,0,0.875,0.705882,1.0625,-5.741594,-7.122708,-8.957481,-11,0
13,0,5,7,0,10,6,0,1,2,0,0,0.384615,0.538462,0,0.714286,0.769231,1,-3.481999,-6.527101,-6.781462,-4.333333,0
20,0,8,11,0,12,9,0,1,2,0,0,0.4,0.55,0,0.727273,0.6,1.526316,-4.339434,-7.413992,-9.620242,-11.428571,0
25,1,7,15,0,16,10,1,1,4,0,0.04,0.28,0.6,0,0.466667,0.64,1.041667,-3.403349,-8.594828,-13.625117,-19.235547,0
10,0,5,3,0,7,7,0,2,2,0,0,0.5,0.3,0,1.666667,0.7,1.222222,-1.919661,-2.978114,-5.984962,-2,0
12,0,4,7,0,9,5,0,2,3,0,0,0.333333,0.583333,0,0.571429,0.75,1.090909,-1.605962,-3.638453,-3.087001,-3,0
11,0,4,6,0,9,5,0,1,1,0,0,0.363636,0.545455,0,0.666667,0.818182,1,-2.775792,-4.137023,-5.519227,-3,0
23,0,8,14,0,16,9,0,1,3,0,0,0.347826,0.608696,0,0.571429,0.695652,1.090909,-1.013094,-3.24752,-8.371204,-15,0
8,0,3,4,0,6,4,0,1,2,0,0,0.375,0.5,0,0.75,0.75,1.285714,-2.404282,-2.517785,-3.293586,0,0
13,0,5,7,0,10,6,0,1,2,0,0,0.384615,0.538462,0,0.714286,0.769231,1,-1.90738,-4.062699,-5.854877,-2.75,0
28,0,9,17,0,17,11,0,2,3,0,0,0.321429,0.607143,0,0.529412,0.607143,1.111111,-5.434107,-12.619471,-16.190428,-20,0
20,3,5,9,0,17,11,2,2,2,0,0.15,0.25,0.45,0,0.555556,0.85,1,-0.162533,-4.55671,-6.151864,-11,0
16,0,6,9,0,11,7,0,2,3,0,0,0.375,0.5625,0,0.666667,0.6875,1.133333,-2.9364,-4.661422,-8.884515,-9.269841,0
19,0,8,10,0,14,9,0,2,2,0,0,0.421053,0.526316,0,0.8,0.736842,1.111111,-3.506619,-6.899542,-11.335316,-11.846154,0
13,0,7,5,0,9,8,0,2,1,0,0,0.538462,0.384615,0,1.4,0.692308,1.166667,-0.175313,-2.084399,-3.927435,-4,0
12,0,3,8,0,10,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.833333,1.090909,-1.699353,-2.83101,-3.669308,-6,0
16,0,6,8,0,12,8,0,2,2,0,0,0.375,0.5,0,0.75,0.75,1.133333,-4.581425,-8.931993,-10.855799,-8,0
6,0,3,2,0,6,4,0,2,1,0,0,0.5,0.333333,0,1.5,1,1,-0.95315,-1.280959,-0.818182,0,0
16,0,6,9,0,12,7,0,2,3,0,0,0.375,0.5625,0,0.666667,0.75,1,-2.51755,-5.029519,-8.306003,-8,0
21,0,8,12,0,13,9,0,1,3,0,0,0.380952,0.571429,0,0.666667,0.619048,1.2,-4.022965,-7.956549,-12.754804,-15,0
20,0,8,11,0,13,9,0,1,2,0,0,0.4,0.55,0,0.727273,0.65,1.157895,-4.408281,-6.96648,-10.163384,-10.7,0
6,0,2,3,0,6,3,0,1,1,0,0,0.333333,0.5,0,0.666667,1,1,-1.804485,-1.697992,-0.846154,0,0
11,0,6,4,0,9,7,0,3,1,0,0,0.545455,0.363636,0,1.5,0.818182,1,-2.165828,-3.272434,-1.418544,-3,0
14,0,5,7,0,10,7,0,1,1,0,0,0.357143,0.5,0,0.714286,0.714286,1.076923,-4.859288,-6.356102,-8.183893,-5,0
22,0,12,8,0,13,14,0,3,1,0,0,0.545455,0.363636,0,1.5,0.590909,1.571429,-3.923425,-9.398146,-12.814461,-12.308756,0
22,0,10,11,0,16,11,0,2,2,0,0,0.454545,0.5,0,0.909091,0.727273,1,-3.3658,-7.591194,-11.894849,-13,0
11,0,3,7,0,9,4,0,1,2,0,0,0.272727,0.636364,0,0.428571,0.818182,1,-1.069863,-1.338578,-3.116484,-2,0
12,0,3,8,0,10,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.833333,1,-1.950478,-2.418361,-2.312116,-4,0
18,0,7,10,0,13,8,0,2,3,0,0,0.388889,0.555556,0,0.7,0.722222,1,-1.545806,-4.651175,-7.627568,-8.333333,0
16,0,8,7,0,12,9,0,2,2,0,0,0.5,0.4375,0,1.142857,0.75,1.2,-1.335139,-3.557061,-7.844228,-6,0
12,0,5,6,0,11,6,0,1,1,0,0,0.416667,0.5,0,0.833333,0.916667,1.090909,-2.563818,-4.485664,-5.536641,-5,0
16,0,6,9,0,11,7,0,1,2,0,0,0.375,0.5625,0,0.666667,0.6875,1.2,-3.183101,-5.482053,-8.61527,-9,0
14,0,5,8,0,12,6,0,2,2,0,0,0.357143,0.571429,0,0.625,0.857143,1.076923,-3.269333,-5.098444,-6.737741,-7.428571,0
12,0,5,6,0,10,6,0,1,2,0,0,0.416667,0.5,0,0.833333,0.833333,1,-2.17372,-2.660217,-3.954281,-2.666667,0
9,0,4,4,0,9,5,0,1,2,0,0,0.444444,0.444444,0,1,1,1,-1.251309,-2.264546,-2.507937,0,0
11,0,5,5,0,9,6,0,2,1,0,0,0.454545,0.454545,0,1,0.818182,1,-1.38755,-1.912827,-4.138,-4,0
10,0,3,5,0,8,5,0,1,2,0,0,0.3,0.5,0,0.6,0.8,1.444444,-3.565585,-5.197803,-4.89769,-2,0
13,0,3,7,0,11,6,0,1,2,0,0,0.230769,0.538462,0,0.428571,0.846154,1,-6.053837,-8.637224,-8.988546,-5,0
11,0,4,6,0,9,5,0,1,2,0,0,0.363636,0.545455,0,0.666667,0.818182,1.2,-2.200411,-3.068365,-2.060427,-3,0
20,0,8,11,0,13,9,0,2,3,0,0,0.4,0.55,0,0.727273,0.65,1.052632,-0.550514,-5.134356,-9.073521,-12.5,0
18,0,7,10,0,11,8,0,2,3,0,0,0.388889,0.555556,0,0.7,0.611111,1.117647,-2.521001,-3.401595,-6.245634,-10.3,0
11,0,4,5,0,10,6,0,1,1,0,0,0.363636,0.454545,0,0.8,0.909091,1,-3.564064,-4.792124,-5.420481,-4,0
15,0,5,9,0,12,6,0,1,3,0,0,0.333333,0.6,0,0.555556,0.8,1,-2.535572,-5.068356,-5.288798,-9,0
10,0,4,5,0,9,5,0,2,2,0,0,0.4,0.5,0,0.8,0.9,1,0.263916,0.148077,1.291396,-1,0
11,0,4,5,0,10,6,0,2,2,0,0,0.363636,0.454545,0,0.8,0.909091,1.1,-4.471313,-5.89958,-4.575564,-3,0
19,0,7,10,0,12,9,0,1,3,0,0,0.368421,0.526316,0,0.7,0.631579,1.388889,-4.977954,-8.520829,-9.36688,-11,0
8,0,4,3,0,6,5,0,2,1,0,0,0.5,0.375,0,1.333333,0.75,1.142857,-1.093538,-0.672659,-1.62963,0,0
10,0,4,5,0,9,5,0,1,2,0,0,0.4,0.5,0,0.8,0.9,1,-0.649019,-1.285896,-2.033333,0,0
10,0,4,4,0,7,6,0,1,1,0,0,0.4,0.4,0,1,0.7,1.666667,-3.633838,-4.297404,-2.619035,-2,0
13,1,5,6,0,9,7,1,2,2,0,0.076923,0.384615,0.461538,0,0.833333,0.692308,1.25,-0.718703,-4.394999,-5.089214,-5,0
15,0,5,9,0,11,6,0,2,2,0,0,0.333333,0.6,0,0.555556,0.733333,1.071429,-2.180096,-3.533153,-4.562228,-9,0
16,0,4,11,0,12,5,0,1,3,0,0,0.25,0.6875,0,0.363636,0.75,1.066667,-0.580218,-3.083423,-3.974924,-6.333333,0
15,0,5,9,0,11,6,0,2,2,0,0,0.333333,0.6,0,0.555556,0.733333,1.071429,-1.039559,-2.325151,-1.826963,-4.589744,0
18,0,6,9,0,13,9,0,1,2,0,0,0.333333,0.5,0,0.666667,0.722222,1.176471,-6.814602,-7.903132,-8.480221,-10,0
10,0,5,3,0,8,7,0,2,1,0,0,0.5,0.3,0,1.666667,0.8,1,-4.083701,-4.806428,-5.958158,-2,0
12,0,5,6,0,9,6,0,2,2,0,0,0.416667,0.5,0,0.833333,0.75,1,-2.407479,-3.914862,-4.096452,-4,0
14,0,8,5,0,12,9,0,3,2,0,0,0.571429,0.357143,0,1.6,0.857143,1,-1.522997,-2.586539,-4.066414,-6,0
22,0,9,12,0,14,10,0,1,2,0,0,0.409091,0.545455,0,0.75,0.636364,1.190476,-3.201102,-5.709324,-9.156754,-15,0
28,0,12,15,0,15,13,0,2,3,0,0,0.428571,0.535714,0,0.8,0.535714,1.074074,-1.557711,-5.39813,-7.535001,-14.166667,0
20,0,6,13,0,14,7,0,1,3,0,0,0.3,0.65,0,0.461538,0.7,1.105263,-0.2028,-3.467847,-5.64043,-12.333333,0
12,0,4,7,0,10,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.833333,1.181818,-3.095173,-4.835197,-4.620616,-2.25,0
10,0,3,6,0,9,4,0,1,3,0,0,0.3,0.6,0,0.5,0.9,1.111111,-1.188948,-2.879663,-3.480918,-1,0
26,0,9,14,0,14,12,0,1,2,0,0,0.346154,0.538462,0,0.642857,0.538462,1.24,-8.293689,-14.933328,-18.469733,-20,0
15,0,7,6,0,11,9,0,2,2,0,0,0.466667,0.4,0,1.166667,0.733333,1.285714,-4.528223,-6.980546,-9.466522,-8,0
21,0,9,11,0,12,10,0,2,3,0,0,0.428571,0.52381,0,0.818182,0.571429,1.2,-2.712975,-5.759991,-9.855229,-14,0
10,0,3,6,0,8,4,0,1,2,0,0,0.3,0.6,0,0.5,0.8,1.222222,-0.911425,-2.691428,-4.310164,-2,0
10,1,3,5,0,9,5,1,2,3,0,0.1,0.3,0.5,0,0.6,0.9,1,-1.7154,-3.226335,-2.893702,-2,0
14,0,4,9,0,11,5,0,1,3,0,0,0.285714,0.642857,0,0.444444,0.785714,1.153846,-2.697643,-4.537034,-4.352361,-3.866667,0
11,0,4,6,0,7,5,0,2,2,0,0,0.363636,0.545455,0,0.666667,0.636364,1,-1.623623,-2.732623,-2.685202,-3.333333,0
13,0,4,8,0,10,5,0,1,4,0,0,0.307692,0.615385,0,0.5,0.769231,1,-0.957277,-1.385417,-4.079647,-5.818182,0
12,0,5,6,0,8,6,0,2,2,0,0,0.416667,0.5,0,0.833333,0.666667,1.181818,-2.604885,-3.278869,-4.71676,-5,0
11,0,4,6,0,9,5,0,1,2,0,0,0.363636,0.545455,0,0.666667,0.818182,1,-1.118473,-1.496455,-2.19853,-3,0
13,0,5,7,0,9,6,0,2,3,0,0,0.384615,0.538462,0,0.714286,0.692308,1.166667,-2.213458,-3.712397,-4.859866,-5.5,0
18,0,7,10,0,14,8,0,2,3,0,0,0.388889,0.555556,0,0.7,0.777778,1.058824,-2.077777,-4.080162,-4.386558,-7,0
15,0,6,8,0,11,7,0,2,2,0,0,0.4,0.533333,0,0.75,0.733333,1,-3.150104,-4.451737,-5.553828,-7,0
17,0,5,9,0,12,8,0,1,3,0,0,0.294118,0.529412,0,0.555556,0.705882,1.375,-5.376464,-7.314035,-9.02259,-9,0
32,0,11,17,0,17,15,0,2,3,0,0,0.34375,0.53125,0,0.647059,0.53125,1.064516,-9.585467,-19.163927,-26.259565,-24,0
10,0,2,6,0,8,4,0,1,3,0,0,0.2,0.6,0,0.333333,0.8,1.111111,-2.930521,-3.483805,-4.24523,-2,0
16,0,5,9,0,12,7,0,1,3,0,0,0.3125,0.5625,0,0.555556,0.75,1.133333,-3.258092,-6.264163,-9.476973,-7,0
12,0,5,6,0,9,6,0,2,2,0,0,0.416667,0.5,0,0.833333,0.75,1,-1.739993,-1.995163,-3.551957,-4,0
11,0,4,6,0,7,5,0,1,1,0,0,0.363636,0.545455,0,0.666667,0.636364,1.2,-2.27097,-3.147627,-3.755026,-2,0
15,0,4,9,0,12,6,0,1,5,0,0,0.266667,0.6,0,0.444444,0.8,1.071429,-1.353478,-1.586449,-1.79764,-7,0
15,0,5,9,0,11,6,0,1,2,0,0,0.333333,0.6,0,0.555556,0.733333,1.071429,-1.329261,-2.123754,-3.318523,-9,0
13,0,4,8,0,9,5,0,1,2,0,0,0.307692,0.615385,0,0.5,0.692308,1.083333,-1.771697,-3.635404,-4.919774,-7,0
18,0,6,11,0,12,7,0,2,3,0,0,0.333333,0.611111,0,0.545455,0.666667,1.058824,-2.494635,-3.180507,-3.565308,-7.333333,0
22,0,7,14,0,13,8,0,1,3,0,0,0.318182,0.636364,0,0.5,0.590909,1.190476,-2.056803,-5.313604,-6.256767,-13,0
7,2,1,3,0,7,4,2,1,1,0,0.285714,0.142857,0.428571,0,0.333333,1,1,-0.920409,-4,-2,0,0
20,0,8,11,0,11,9,0,2,2,0,0,0.4,0.55,0,0.727273,0.55,1.157895,-4.105897,-5.403477,-8.629612,-12.143558,0
19,0,8,10,0,11,9,0,2,3,0,0,0.421053,0.526316,0,0.8,0.578947,1.111111,-2.861761,-4.452791,-5.281212,-5.633352,0
11,0,3,6,0,9,5,0,1,2,0,0,0.272727,0.545455,0,0.5,0.818182,1.1,-4.596692,-6.19224,-6.89212,-5,0
9,0,1,7,0,5,2,0,1,3,0,0,0.111111,0.777778,0,0.142857,0.555556,1.25,-0.21973,0.0391,-0.670767,-1,0
21,0,6,14,0,15,7,0,1,4,0,0,0.285714,0.666667,0,0.428571,0.714286,1.05,-3.549442,-6.021702,-8.577637,-14.805556,0
14,0,5,8,0,9,6,0,1,3,0,0,0.357143,0.571429,0,0.625,0.642857,1.230769,-1.785045,-1.453427,-1.265344,-6.377778,0
9,0,3,5,0,8,4,0,2,5,0,0,0.333333,0.555556,0,0.6,0.888889,1,-1.138299,-1.177563,-1.227273,-1,0
17,0,8,8,0,14,9,0,2,2,0,0,0.470588,0.470588,0,1,0.823529,1.0625,-1.59498,-2.282991,-6.000178,-10,0
